[Mon Jul 08 10:13:15 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 13:52:26 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 13:56:47 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 13:56:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 13:56:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 13:56:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 13:56:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:15:43 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:15:43 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:15:43 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:15:43 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:15:43 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:15:55 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:15:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:15:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:15:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:15:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:16:32 2019] [ERROR] [Base_Controller->rlog_error] -> Sorry, but your email is already registered with our system. Please use another email and try again., FILE: C:\xampp\htdocs\ptis\application\modules\sysad\controllers\Users.php, LINE: 267
[Mon Jul 08 14:17:35 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:17:35 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:17:35 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:17:35 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:17:35 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:19:53 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:19:53 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:19:53 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:19:53 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:19:53 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:22:34 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:22:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:22:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:22:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:22:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:23:37 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:23:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:23:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:23:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:23:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:23:42 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:23:42 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:23:42 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:23:42 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:23:42 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:23:48 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:23:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:23:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:23:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:23:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:25:02 2019] [ERROR] [Base_Controller->rlog_error] -> Sorry, but your email is already registered with our system. Please use another email and try again., FILE: C:\xampp\htdocs\ptis\application\modules\sysad\controllers\Users.php, LINE: 267
[Mon Jul 08 14:25:37 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:25:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:25:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:25:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:25:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:25:52 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:25:52 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:25:52 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:25:52 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:25:52 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:28:57 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:28:57 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:28:57 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:28:57 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:28:57 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:29:09 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:29:09 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:29:09 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:29:09 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:29:09 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:30:02 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:30:02 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:30:02 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:30:02 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:30:02 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:31:12 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:31:12 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:31:12 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:31:12 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:31:12 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:31:19 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:31:19 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:31:19 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:31:19 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:31:19 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:32:23 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:32:23 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:32:23 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:32:23 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:32:23 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:33:47 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:33:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:33:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:33:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:33:47 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:34:48 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:34:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:34:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:34:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:34:48 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:39:55 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:39:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:39:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:39:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:39:55 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 14:46:11 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 14:46:11 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 14:46:11 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 14:46:11 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 14:46:11 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 15:26:37 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 15:26:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 15:26:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 15:26:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 15:26:37 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 15:28:32 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 15:28:32 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 15:28:32 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 15:28:32 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 15:28:32 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 15:29:34 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 15:29:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 15:29:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 15:29:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 15:29:34 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 15:58:59 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 15:58:59 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 15:58:59 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 15:58:59 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 15:58:59 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 16:01:40 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 16:01:40 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 16:01:40 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 16:01:40 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 16:01:40 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 16:03:30 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 16:03:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 16:03:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 16:03:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
[Mon Jul 08 16:03:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\modules\sysad\models\Users_model.php, LINE: 135
[Mon Jul 08 16:04:30 2019] [ERROR] [Base_Model::rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 782
[Mon Jul 08 16:04:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 523
[Mon Jul 08 16:04:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 442
[Mon Jul 08 16:04:30 2019] [ERROR] [Base_Model->rlog_error] -> 619: Invalid syntax validation for status_id, FILE: C:\xampp\htdocs\ptis\application\core\Base_Model.php, LINE: 231
